collection,resource,theme_en,theme_es,indicator,label_en,label_es,description_en,description_es,valuetype
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_gdp,Government as % Gross domestic product (GDP),Gobierno como% del producto interno bruto (PIB),Government as % Gross domestic product (Gross Domestic Product (GDP)),Gobierno como% del producto interno bruto (Producto interno bruto (PIB)),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_pc_ppp,Government in constant (2018) PPP per capita,Gobierno en PPA per cápita constante (2018),Government in constant (2018) PPP per capita,Gobierno en PPA per cápita constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_pc_us,Government in constant (2018) US$ per capita,Gobierno en US $ constantes (2018) per cápita,Government in constant (2018) US$ per capita,Gobierno en US $ constantes (2018) per cápita,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_ppp,Government in million constant (2018) PPP,Gobierno en millones PPA constante (2018),Government in million constant (2018) PPP,Gobierno en millones PPA constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_us,Government in million constant (2018) US$,Gobierno en millones constantes (2018) US $,Government in million constant (2018) US$,Gobierno en millones constantes (2018) US $,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,oop_per_gdp,OOP as % Gross domestic product (GDP),OOP como% del producto interno bruto (PIB),Out-of-pocket (OOP) as % Gross domestic product (Gross Domestic Product (GDP)),Gastos de bolsillo (OOP) como% del producto interno bruto (Producto interno bruto (PIB)),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,oop_pc_ppp,OOP in constant (2018) PPP per capita,OOP en PPA per cápita constante (2018),Out-of-pocket (OOP) in constant (2018) PPP per capita,Gastos de bolsillo (OOP) en PPA per cápita constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,oop_pc_us,OOP in constant (2018) US$ per capita,OOP en US $ constantes (2018) per cápita,Out-of-pocket (OOP) in constant (2018) US$ per capita,Gastos de bolsillo (OOP) en dólares estadounidenses constantes (2018) per cápita,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,oop_ppp,OOP in million constant (2018) PPP,OOP en millones PPA constante (2018),Out-of-pocket (OOP) in million constant (2018) PPP,Gastos de bolsillo (OOP) en millones PPA constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,oop_us,OOP in million constant (2018) US$,OOP en millones constante (2018) US $,Out-of-pocket (OOP) in million constant (2018) US$,Gastos de bolsillo (OOP) en millones de dólares constantes (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,pri_per_gdp,Private as % Gross domestic product (GDP),Privado como% del producto interno bruto (PIB),Private as % Gross domestic product (Gross Domestic Product (GDP)),Privado como% del producto interno bruto (Producto interno bruto (PIB)),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,pri_pc_ppp,Private in constant (2018) PPP per capita,Privado en PPA per cápita constante (2018),Private in constant (2018) PPP per capita,Privado en PPA per cápita constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,pri_pc_us,Private in constant (2018) US$ per capita,Privado en dólares constantes (2018) US $ per cápita,Private in constant (2018) US$ per capita,Privado en dólares constantes (2018) US $ per cápita,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,pri_ppp,Private in million constant (2018) PPP,Privado en millones PPA constante (2018),Private in million constant (2018) PPP,Privado en millones PPA constante (2018),number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,pri_us,Private in million constant (2018) US$,Privado en millones constante (2018) US $,Private in million constant (2018) US$,Privado en millones constante (2018) US $,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_che_pc_ppp,Government expenditure as a % of CHE in constant (2018) PPP per capita,Gasto público como% de CHE en PPA per cápita constante (2018),Government expenditure as a % of Current health expenditures (CHE) in constant (2018) PPP per capita,Gasto público como% del gasto corriente en salud (CHE) en PPA per cápita constante (2018),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_che_pc_us,Government expenditure as a % of CHE in constant (2018) US$ per capita,Gasto público como% de CHE en dólares estadounidenses constantes (2018) per cápita,Government expenditure as a % of Current health expenditures (CHE) in constant (2018) US$ per capita,Gasto público como% del gasto corriente en salud (CHE) en dólares estadounidenses constantes (2018) per cápita,pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_che_ppp,Government expenditure as a % of CHE in million constant (2018) PPP,Gasto público como% de CHE en millones PPA constante (2018),Government expenditure as a % of Current health expenditures (CHE) in million constant (2018) PPP,Gasto del gobierno como% del Gasto corriente en salud (CHE) en millones PPA constante (2018),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_che_us,Government expenditure as a % of CHE in million constant (2018) US$,Gasto público como% de CHE en millones de dólares constantes (2018),Government expenditure as a % of Current health expenditures (CHE) in million constant (2018) US$,Gasto del gobierno como% del Gasto corriente en salud (CHE) en millones de dólares constantes (2018) US $,pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,gov_per_gge_pc_ppp,Government expenditure as a % of GGE in constant (2018) PPP per capita,Gasto público como% del GGE en PPA per cápita constante (2018),Government expenditure as a % of General Government Expenditure (GGE) in constant (2018) PPP per capita,Gasto público como% del Gasto del Gobierno General (GGE) en PPA per cápita constante (2018),pct
